study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,pb214_activity,pb214_activity_se,pb214_unit,delta_c13
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E44,single set of methods,5,10,0.53,0.060899999999999996,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.8100000000000002e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E44,single set of methods,10,15,0.62,0.0547,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.826e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E44,single set of methods,15,20,0.54,0.08789999999999999,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.8199999999999998e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E44,single set of methods,20,25,0.56,0.09029999999999999,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.8100000000000002e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E44,single set of methods,25,30,0.6,0.0955,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.792e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E44,single set of methods,30,35,0.51,0.1032,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.784e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E44,single set of methods,35,40,0.44,0.15,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.7899999999999997e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E44,single set of methods,40,45,0.58,0.1157,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.762e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E44,single set of methods,45,50,0.56,0.1045,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.775e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E44,single set of methods,50,55.00000000000001,0.58,0.098,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.759e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E44,single set of methods,55.00000000000001,60,0.58,0.0967,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.781e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E44,single set of methods,60,65,0.52,0.1094,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.7760000000000002e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E44,single set of methods,65,70,0.51,0.12300000000000001,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.756e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E44,single set of methods,70,75,0.63,0.08380000000000001,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.688e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E44,single set of methods,75,80,0.56,0.0873,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.707e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E44,single set of methods,80,85,0.58,0.08779999999999999,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.736e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E44,single set of methods,85,90,0.66,0.0916,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.791e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E44,single set of methods,90,95,0.58,0.1061,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.736e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E44,single set of methods,95,100,0.63,0.10800000000000001,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.69e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E46,single set of methods,0,5,0.33,0.04,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.752e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E46,single set of methods,5,10,0.6,0.0435,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.756e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E46,single set of methods,10,15,0.65,0.0451,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.7530000000000002e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E46,single set of methods,15,20,0.56,0.04019999999999999,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.725e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E46,single set of methods,20,25,0.58,0.0438,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.773e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E46,single set of methods,25,30,0.72,0.0395,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.75e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E46,single set of methods,30,35,0.69,0.0455,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.78e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E46,single set of methods,35,40,0.73,0.0393,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.75e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E46,single set of methods,40,45,0.6,0.033,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.738e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E46,single set of methods,45,50,0.62,0.0373,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.748e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E46,single set of methods,50,55.00000000000001,0.64,0.0441,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.752e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E46,single set of methods,55.00000000000001,60,0.45,0.044500000000000005,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.749e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E46,single set of methods,60,65,0.48,0.04769999999999999,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.738e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E46,single set of methods,65,70,0.59,0.0509,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.746e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E46,single set of methods,70,75,0.73,0.056799999999999996,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.7190000000000002e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E46,single set of methods,75,80,0.6,0.0636,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.74e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E46,single set of methods,80,85,0.63,0.0702,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.735e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E46,single set of methods,85,90,0.64,0.0708,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.739e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E46,single set of methods,90,95,0.56,0.12890000000000001,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.789e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E46,single set of methods,95,100,0.43,0.1099,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.808e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E47,single set of methods,0,5,0.32,0.069,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.885e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E47,single set of methods,5,10,0.4,0.0709,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.906e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E47,single set of methods,10,15,0.42,0.07429999999999999,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.903e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E47,single set of methods,15,20,0.5,0.0787,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.911e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E47,single set of methods,20,25,0.56,0.0643,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.904e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E47,single set of methods,25,30,0.6,0.057999999999999996,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.939e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E47,single set of methods,30,35,0.56,0.0616,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.887e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E47,single set of methods,35,40,0.61,0.0716,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.9140000000000002e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E47,single set of methods,40,45,0.56,0.0622,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.9120000000000002e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E47,single set of methods,45,50,0.54,0.0512,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.85e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E47,single set of methods,50,55.00000000000001,0.58,0.0732,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.839e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E47,single set of methods,55.00000000000001,60,0.56,0.0703,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.759e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E47,single set of methods,60,65,0.54,0.08289999999999999,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.796e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E47,single set of methods,65,70,0.66,0.060700000000000004,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.728e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E47,single set of methods,70,75,0.53,0.0642,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.744e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E47,single set of methods,75,80,0.46,0.0672,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.72e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E47,single set of methods,80,85,0.41,0.061799999999999994,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.739e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E47,single set of methods,85,90,0.47,0.08539999999999999,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.7329999999999998e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E47,single set of methods,90,95,0.57,0.0767,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.746e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E47,single set of methods,95,100,0.65,0.0762,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.746e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,single set of methods,0,5,0.34,0.054900000000000004,NA,NA,becquerelsPerKilogram,10.61,4.47,28.11,4.21,becquerelsPerKilogram,17.5,1.49,becquerelsPerKilogram,-2.84e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,single set of methods,5,10,0.5,0.0537,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.806e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,single set of methods,10,15,0.64,0.039599999999999996,NA,NA,becquerelsPerKilogram,28.56,4.98,44.8,4.77,becquerelsPerKilogram,16.25,1.44,becquerelsPerKilogram,-2.803e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,single set of methods,15,20,0.55,0.034300000000000004,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.767e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,single set of methods,20,25,0.65,0.0275,NA,NA,becquerelsPerKilogram,18.04,4.72,37.96,4.48,becquerelsPerKilogram,19.92,1.48,becquerelsPerKilogram,-2.7629999999999998e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,single set of methods,25,30,0.56,0.022400000000000003,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.724e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,single set of methods,30,35,0.63,0.027999999999999997,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.7269999999999998e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,single set of methods,35,40,0.7,0.0323,NA,NA,becquerelsPerKilogram,10.24,4.51,30.58,3.99,becquerelsPerKilogram,20.34,2.1,becquerelsPerKilogram,-2.808e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,single set of methods,40,45,0.54,0.0351,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.818e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,single set of methods,45,50,0.72,0.0278,NA,NA,becquerelsPerKilogram,18.26,5.43,39.19,5.16,becquerelsPerKilogram,20.92,1.67,becquerelsPerKilogram,-2.782e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,single set of methods,50,55.00000000000001,0.79,0.0219,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.775e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,single set of methods,55.00000000000001,60,0.66,0.0246,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.8199999999999998e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,single set of methods,60,65,0.8,0.022000000000000002,NA,NA,becquerelsPerKilogram,6.32,3.3,26.63,2.26,becquerelsPerKilogram,20.31,2.4,becquerelsPerKilogram,-2.7079999999999998e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,single set of methods,65,70,0.53,0.030299999999999997,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.706e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,single set of methods,70,75,0.67,0.0356,NA,NA,becquerelsPerKilogram,13.4,2.37,32.21,2.17,becquerelsPerKilogram,18.81,0.94,becquerelsPerKilogram,-2.8309999999999998e-05
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,single set of methods,75,80,0.78,0.0183,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.827e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,single set of methods,80,85,0.78,0.0126,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.648e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,single set of methods,85,90,0.64,0.011000000000000001,NA,NA,becquerelsPerKilogram,4.34,4.09,25.35,3.36,becquerelsPerKilogram,21.01,2.32,becquerelsPerKilogram,-2.585e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,single set of methods,90,95,0.87,0.0083,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.5670000000000003e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_Central,C24,single set of methods,95,100,0.69,0.0084,NA,NA,becquerelsPerKilogram,7.97,4.56,26.69,4.3,becquerelsPerKilogram,18.72,1.52,becquerelsPerKilogram,-2.486e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,single set of methods,0,5,0.5,0.059000000000000004,NA,NA,becquerelsPerKilogram,20.56,4.45,33.68,4.28,becquerelsPerKilogram,13.12,1.23,becquerelsPerKilogram,-2.762e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,single set of methods,5,10,0.75,0.0793,NA,NA,becquerelsPerKilogram,0.02,2.04,12.82,1.7,becquerelsPerKilogram,12.81,1.13,becquerelsPerKilogram,-2.738e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,single set of methods,10,15,0.58,0.11460000000000001,NA,NA,becquerelsPerKilogram,-2.39,2.36,11.57,1.93,becquerelsPerKilogram,13.95,1.35,becquerelsPerKilogram,-2.713e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,single set of methods,15,20,0.56,0.1295,NA,NA,becquerelsPerKilogram,4.1,2.06,16.24,1.62,becquerelsPerKilogram,12.14,1.28,becquerelsPerKilogram,-2.701e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,single set of methods,20,25,0.57,0.094,0.52,0.11,becquerelsPerKilogram,4.24,1.5,13.48,1.4,becquerelsPerKilogram,9.24,0.56,becquerelsPerKilogram,-2.724e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,single set of methods,25,30,0.52,0.106,NA,NA,becquerelsPerKilogram,0.76,2.43,9.92,2.01,becquerelsPerKilogram,9.16,1.37,becquerelsPerKilogram,-2.576e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,single set of methods,30,35,0.62,0.11869999999999999,NA,NA,becquerelsPerKilogram,1.4,1.99,12.09,1.51,becquerelsPerKilogram,10.69,1.3,becquerelsPerKilogram,-2.7309999999999998e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,single set of methods,35,40,0.63,0.0978,NA,NA,becquerelsPerKilogram,2.64,2.91,11.45,2.63,becquerelsPerKilogram,8.81,1.24,becquerelsPerKilogram,-2.725e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,single set of methods,40,45,0.65,0.09720000000000001,NA,NA,becquerelsPerKilogram,5.51,2.52,15.68,2.21,becquerelsPerKilogram,10.17,1.22,becquerelsPerKilogram,-2.7269999999999998e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,single set of methods,45,50,0.64,0.0828,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,7.44,0.79,becquerelsPerKilogram,-2.734e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,single set of methods,50,55.00000000000001,0.77,0.0751,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.768e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,single set of methods,55.00000000000001,60,0.67,0.0701,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.734e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,single set of methods,60,65,0.56,0.077,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.739e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,single set of methods,65,70,0.64,0.0875,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.736e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,single set of methods,70,75,0.66,0.0882,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,8.59,0.92,becquerelsPerKilogram,-2.784e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,single set of methods,75,80,0.48,0.15960000000000002,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.8460000000000002e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,single set of methods,80,85,0.63,0.10439999999999999,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.792e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,single set of methods,85,90,0.59,0.0992,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.748e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,single set of methods,90,95,0.54,0.0843,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,NA,NA,becquerelsPerKilogram,-2.77e-5
Kusumaningtyas_et_al_2018,Segara_Anakan_Lagoon_East,E40,single set of methods,95,100,0.59,0.1166,NA,NA,becquerelsPerKilogram,NA,NA,NA,NA,becquerelsPerKilogram,11.55,1.52,becquerelsPerKilogram,-2.7e-5
