study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,compaction_fraction,total_pb210_activity,pb210_unit,delta_c13
Lafratta_et_al_2018,False bay,4Rc,single set of methods,77,78,0.9023092676507252,0.0027358495296524,0.7696275002898597,NA,becquerelsPerKilogram,-13527.522218564847
Lafratta_et_al_2018,False bay,5Rc,single set of methods,1,1.5,0.7624217567038357,0.003628136242096016,1.001903616872049,NA,becquerelsPerKilogram,-22046.66501783989
Lafratta_et_al_2018,False bay,5Rc,single set of methods,2,2.5,0.6557075218348034,NA,0.8568246080027409,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,5Rc,single set of methods,3,3.5,0.7517230466011802,0.002454154142151516,0.8173718769582857,NA,becquerelsPerKilogram,-18168.0385452111
Lafratta_et_al_2018,False bay,5Rc,single set of methods,4,4.5,0.7221500728940657,NA,0.7989773090444221,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,5Rc,single set of methods,5,5.5,0.7230000227757225,0.0019963406828449447,0.7883326763894362,NA,becquerelsPerKilogram,-16922.06035868819
Lafratta_et_al_2018,False bay,5Rc,single set of methods,6,6.5,0.6776237436419397,NA,0.7813924413304506,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,5Rc,single set of methods,7,7.5,0.666408726983181,0.00242726055116956,0.7765094789621392,NA,becquerelsPerKilogram,-17240.448962600873
Lafratta_et_al_2018,False bay,5Rc,single set of methods,8,8.5,0.7897018805785395,NA,0.7728871198361474,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,5Rc,single set of methods,9,9.5,0.5801220070768501,0.0030073495307386356,0.7700930101224442,NA,becquerelsPerKilogram,-15346.491332996717
Lafratta_et_al_2018,False bay,5Rc,single set of methods,10,10.5,0.8357072186642807,NA,0.7678722260615831,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,5Rc,single set of methods,11,11.5,0.6635947686179346,0.0014320344589169923,0.7660647255050801,NA,becquerelsPerKilogram,-15624.667399093396
Lafratta_et_al_2018,False bay,5Rc,single set of methods,12,12.5,0.8185689637059803,NA,0.7645649625363169,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,5Rc,single set of methods,13,13.5,0.8238799499721233,0.006418050028893164,0.7633005114113426,NA,becquerelsPerKilogram,-11341.57050198179
Lafratta_et_al_2018,False bay,5Rc,single set of methods,14,14.5,0.7254370259674635,NA,0.7622200202532747,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,5Rc,single set of methods,15,15.5,0.7461239417310825,0.009747614230588736,0.7612860659273731,NA,becquerelsPerKilogram,-11148.084392991128
Lafratta_et_al_2018,False bay,5Rc,single set of methods,16,16.5,0.8225858172427143,NA,0.7604707313827257,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,5Rc,single set of methods,17,17.5,0.7745636489293265,0.006093802495119044,0.7597527675111837,NA,becquerelsPerKilogram,-12364.452440080438
Lafratta_et_al_2018,False bay,5Rc,single set of methods,18,18.5,0.656096481950136,NA,0.7591157145387527,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,5Rc,single set of methods,19,19.5,0.9645682642809709,0.003471100989781333,0.7585466246671376,NA,becquerelsPerKilogram,-13734.378672299532
Lafratta_et_al_2018,False bay,5Rc,single set of methods,20,20.5,0.939456326958356,NA,0.7580351728320194,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,5Rc,single set of methods,21,21.5,0.6008767507618168,0.004299818759705364,0.661867601265743,NA,becquerelsPerKilogram,-11790.635863566513
Lafratta_et_al_2018,False bay,5Rc,single set of methods,25,26,0.8355979736936128,0.005839007635699801,0.6743488487516454,NA,becquerelsPerKilogram,-11051.106710829494
Lafratta_et_al_2018,False bay,5Rc,single set of methods,29,30,0.8678678575831189,0.0026819994593160843,0.683684920268193,NA,becquerelsPerKilogram,-12583.185072416065
Lafratta_et_al_2018,False bay,5Rc,single set of methods,33,34,0.6630497442587967,0.004779351293687073,0.6909316270811698,NA,becquerelsPerKilogram,-11646.750329163924
Lafratta_et_al_2018,False bay,5Rc,single set of methods,37,38,0.7736170592659332,0.003982094570186228,0.6967197680111475,NA,becquerelsPerKilogram,-12017.175464944043
Lafratta_et_al_2018,False bay,5Rc,single set of methods,41,42,0.8814772598901216,0.003343191716262983,0.7014494340500663,NA,becquerelsPerKilogram,-13088.829434942165
Lafratta_et_al_2018,False bay,5Rc,single set of methods,45,46,0.8011083760595078,0.005255339191368142,0.7053866459335243,NA,becquerelsPerKilogram,-13088.938857801182
Lafratta_et_al_2018,False bay,5Rc,single set of methods,49,50,0.8431820956955061,0.004050929960817396,0.7087151717115614,NA,becquerelsPerKilogram,-13486.034603357473
Lafratta_et_al_2018,False bay,5Rc,single set of methods,53,54,0.8550333742713251,0.003522233175385161,0.7115660360132968,NA,becquerelsPerKilogram,-13613.460850065836
Lafratta_et_al_2018,False bay,5Rc,single set of methods,57,58,0.8277659496429031,0.0035895521977223565,0.7140351756275993,NA,becquerelsPerKilogram,-13684.098249087436
Lafratta_et_al_2018,False bay,5Rc,single set of methods,61,62,0.8600460377329634,0.0017977425656650987,0.7161944479667122,NA,becquerelsPerKilogram,-12797.847243704773
Lafratta_et_al_2018,False bay,5Rc,single set of methods,65,66,0.7186578353153537,0.003778746519104061,0.7180987396814733,NA,becquerelsPerKilogram,-12432.45437109449
Lafratta_et_al_2018,False bay,5Rc,single set of methods,69,70,0.8246470657551429,0.004244740982050416,0.7197906973832999,NA,becquerelsPerKilogram,-12560.193342820032
Lafratta_et_al_2018,False bay,5Rc,single set of methods,73,74,0.8561114180477718,0.006810079030674761,0.7213039594646936,NA,becquerelsPerKilogram,-11840.300068056687
Lafratta_et_al_2018,False bay,6Rc,single set of methods,0.5,1,0.3247104682520408,0.0143763954052407,1.000200040007994,1.2399672069109753,becquerelsPerKilogram,-20895.94512101125
Lafratta_et_al_2018,False bay,6Rc,single set of methods,1,1.5,0.31595928694368564,NA,0.840901446350488,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,1.5,2,0.67838133983274,0.004850876468196357,0.7985094490284791,1.9417496281364612,becquerelsPerKilogram,-16741.1092955141
Lafratta_et_al_2018,False bay,6Rc,single set of methods,2,2.5,0.5574513929315889,NA,0.7788768595685006,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,2.5,3,0.4602601791578097,0.005652007168458733,0.7675539590433205,1.7989894931073083,becquerelsPerKilogram,-15859.810390010785
Lafratta_et_al_2018,False bay,6Rc,single set of methods,3,3.5,0.8348093784626,NA,0.7601864990877754,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,3.5,4,0.71314057211289394,0.005077417627750306,0.7550100308475527,2.0286754333321135,becquerelsPerKilogram,-14778.171419762597
Lafratta_et_al_2018,False bay,6Rc,single set of methods,4,4.5,0.8506209706618354,NA,0.7511737089201874,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,4.5,5,0.7551242078900878,0.004459115671486265,0.7482167500789777,1.7937182024116425,becquerelsPerKilogram,-14616.320332973637
Lafratta_et_al_2018,False bay,6Rc,single set of methods,5,5.5,0.8794758949930347,NA,0.7458678918789903,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,5.5,6,0.8944369778714714,0.0034359164032093355,0.7439570398625704,1.9037225727398785,becquerelsPerKilogram,-14451.508555572676
Lafratta_et_al_2018,False bay,6Rc,single set of methods,6,6.5,0.576931011815471,NA,0.7423721264012274,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,6.5,7,0.9627207261977229,0.001795841967115779,0.7410363107792279,1.4620690191861485,becquerelsPerKilogram,-16067.05873285031
Lafratta_et_al_2018,False bay,6Rc,single set of methods,7,7.5,1.1595922891320032,NA,0.7398951462878399,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,7.5,8,0.6879142686290876,0.0033510710420439865,0.7389089762662435,1.6726772676601935,becquerelsPerKilogram,-13484.614852509243
Lafratta_et_al_2018,False bay,6Rc,single set of methods,8,8.5,0.7141060151256821,NA,0.7380482314519256,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,8.5,9,0.6977197544664464,0.005008532569070076,0.7372904143572129,1.3160407752187002,becquerelsPerKilogram,-13103.4074302451
Lafratta_et_al_2018,False bay,6Rc,single set of methods,9,9.5,0.2620373243875997,NA,0.6972798338924485,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,10,10.5,0.5843885665162883,0.006958848352941221,0.7354779871438447,1.8315829869005196,becquerelsPerKilogram,-12255.663018344381
Lafratta_et_al_2018,False bay,6Rc,single set of methods,10.5,11,0.3753340322301588,NA,0.7349904451242133,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,11,11.5,0.578113186933168,0.011361084733615976,0.7345477856723115,1.1927941480800353,becquerelsPerKilogram,-10656.89008786804
Lafratta_et_al_2018,False bay,6Rc,single set of methods,11.5,12,0.2759098210118303,NA,0.7341440837562642,1.167531324994582,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,12,12.5,0.7316810185421494,0.005303311299120682,0.7337744132862087,0.9626724345395274,becquerelsPerKilogram,-11680.302142747028
Lafratta_et_al_2018,False bay,6Rc,single set of methods,12.5,13,0.6351695554610393,NA,0.7334346451056438,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,13,13.5,0.5399617688291767,0.010253458964495693,0.7331212920980803,NA,becquerelsPerKilogram,-11643.786958532442
Lafratta_et_al_2018,False bay,6Rc,single set of methods,13.5,14,0.5277853651168681,NA,0.732831389068327,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,14,14.5,0.6910536003305313,0.007961108913346783,0.7325623986185966,0.9262927966396176,becquerelsPerKilogram,-12517.190689070445
Lafratta_et_al_2018,False bay,6Rc,single set of methods,14.5,15,0.6995849640965986,NA,0.7323121366847977,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,15,15.5,0.8175594732034965,0.004090054307801577,0.7320787131032328,NA,becquerelsPerKilogram,-12474.754123631876
Lafratta_et_al_2018,False bay,6Rc,single set of methods,15.5,16,0.6739383316820547,NA,0.7318604837833881,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,16,16.5,0.8853736353024438,0.005188432360992353,0.7316560119259929,NA,becquerelsPerKilogram,-11424.695853244944
Lafratta_et_al_2018,False bay,6Rc,single set of methods,16.5,17,0.7418477245543682,NA,0.731464036351546,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,17,17.5,0.7469639157581915,0.0057660089020770645,0.7312834454634616,NA,becquerelsPerKilogram,-12194.475412363183
Lafratta_et_al_2018,False bay,6Rc,single set of methods,17.5,18,0.5395841295554643,NA,0.7311132557099944,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,18,18.5,0.4629496275505745,0.009676954739164212,0.7309525936634531,NA,becquerelsPerKilogram,-10353.912748574068
Lafratta_et_al_2018,False bay,6Rc,single set of methods,18.5,19,0.6054279997915771,NA,0.7308006810272292,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,19,19.5,0.7157315059125158,0.0054273240328417596,0.7306568220273804,NA,becquerelsPerKilogram,-11363.508247263755
Lafratta_et_al_2018,False bay,6Rc,single set of methods,19.5,20,0.71574135737183,NA,0.7305203927577332,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,20,20.5,0.7296351988245707,0.005718391135037365,0.7303908321342749,NA,becquerelsPerKilogram,-11352.652381686443
Lafratta_et_al_2018,False bay,6Rc,single set of methods,21,21.5,0.6576111797787113,NA,0.7301503414322073,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,22,23,0.6029618511432645,0.007774251487375312,0.7299318509081015,NA,becquerelsPerKilogram,-10257.762476087659
Lafratta_et_al_2018,False bay,6Rc,single set of methods,23,24,0.6878108283062836,NA,0.7297324737296309,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,24,25,0.5473930529718303,0.006544363136820738,0.7295498069732803,NA,becquerelsPerKilogram,-10890.911389349745
Lafratta_et_al_2018,False bay,6Rc,single set of methods,25,26,0.5711268603695361,NA,0.7293818343077874,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,26,27,0.7095316541841343,0.004202593597422794,0.7292268512545506,NA,becquerelsPerKilogram,-12119.548964542038
Lafratta_et_al_2018,False bay,6Rc,single set of methods,27,28,0.8449777263847088,NA,0.729083407141777,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,28,29,0.6892622766452391,0.004774114299054407,0.7289502595583602,NA,becquerelsPerKilogram,-11945.704264610551
Lafratta_et_al_2018,False bay,6Rc,single set of methods,29,30,0.666805875138599,NA,0.7288263382759488,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,30,31,0.9198537429020179,0.0033497357272254213,0.7287107164197956,NA,becquerelsPerKilogram,-13378.860900536358
Lafratta_et_al_2018,False bay,6Rc,single set of methods,31,32,0.7177444874323768,NA,0.728602587244284,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,32,33,0.7226751428191166,0.004297366284761439,0.7285012452818161,NA,becquerelsPerKilogram,-12423.537212708767
Lafratta_et_al_2018,False bay,6Rc,single set of methods,33,34,0.7867014188117634,NA,0.7284060709335075,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,34,35,0.9157407586383588,0.003142283987397057,0.728316517790202,NA,becquerelsPerKilogram,-13359.585997484115
Lafratta_et_al_2018,False bay,6Rc,single set of methods,35,36,0.6810133213795078,NA,0.7282321021355925,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,36,37,0.7039179642849457,0.004665045212766336,0.728152394205525,NA,becquerelsPerKilogram,-12741.569379108832
Lafratta_et_al_2018,False bay,6Rc,single set of methods,37,38,0.7438442869753725,NA,0.728077010869993,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,38,39,0.6238912764562089,0.005138720894040677,0.7280056094748014,NA,becquerelsPerKilogram,-12424.547247246697
Lafratta_et_al_2018,False bay,6Rc,single set of methods,39,40,0.893509298786059,NA,0.7279378826340153,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,40,41,0.7902906338218868,0.003625764163559531,0.7278735538062326,NA,becquerelsPerKilogram,-12806.333702198881
Lafratta_et_al_2018,False bay,6Rc,single set of methods,41,42,0.691115992906188,NA,0.7278123735204106,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,42,43,0.8368798268284648,0.003620016939178664,0.7277541161426259,NA,becquerelsPerKilogram,-13519.14823172219
Lafratta_et_al_2018,False bay,6Rc,single set of methods,43,44,0.8362296305137299,NA,0.7276985770954334,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,44,45,0.6472260997516953,0.0030117866579759604,0.7276455704575898,NA,becquerelsPerKilogram,-14424.303612301284
Lafratta_et_al_2018,False bay,6Rc,single set of methods,45,46,0.9046972727471791,NA,0.7275949268847942,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,46,47,0.9017352673133823,0.0033534555772515005,0.7275464918024489,NA,becquerelsPerKilogram,-13872.57078004062
Lafratta_et_al_2018,False bay,6Rc,single set of methods,47,48,0.8349752113610637,NA,0.7275001238298083,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,48,49,0.8106831546022174,0.0031073379771992555,0.7274556934016739,NA,becquerelsPerKilogram,-13885.719028325528
Lafratta_et_al_2018,False bay,6Rc,single set of methods,49,50,0.9519612907167688,NA,0.7274130815593361,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,50,51,0.8567535040849034,NA,0.7273721788870042,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,51,52,0.9110153419873352,NA,0.7273328845736975,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,52,53,0.7159055483603957,0.0029653445816778395,0.7272951055836683,NA,becquerelsPerKilogram,-14499.0726250206
Lafratta_et_al_2018,False bay,6Rc,single set of methods,53,54,0.8894078078915992,NA,0.7272587559209841,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,54,55,0.7416490534581953,NA,0.7272237559760286,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,55,56,0.7027735530946133,NA,0.7271900319434749,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,56,57,0.7884352756510605,0.002745617513366749,0.7271575153027703,NA,becquerelsPerKilogram,-14424.88163514312
Lafratta_et_al_2018,False bay,6Rc,single set of methods,57,58,0.9060534903127581,NA,0.7271261423534394,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,58,59,0.689802464997636,NA,0.7270958537985744,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,59,60,0.7448245071771281,NA,0.7270665943707794,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,60,61,0.8907689511868305,0.004131713299872728,0.7270383124956075,NA,becquerelsPerKilogram,-13056.750723372581
Lafratta_et_al_2018,False bay,6Rc,single set of methods,61,62,0.6873231810702376,NA,0.7270109599881772,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,62,63,0.7843534876752165,NA,0.7269844917792124,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,63,64,0.6432690969271755,NA,0.7269588656672329,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,64,65,0.8423441029280508,0.0033652930252914604,0.7269340420940243,NA,becquerelsPerKilogram,-13094.831306585083
Lafratta_et_al_2018,False bay,6Rc,single set of methods,65,66,0.7492346771301027,NA,0.7269099839408809,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,66,67,1.0200348745776615,NA,0.7268866563434078,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,67,68,0.807161257897395,NA,0.7268640265229429,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,68,69,0.7775034396321081,0.00410812490995572,0.726842063632885,NA,becquerelsPerKilogram,-13050.153961866452
Lafratta_et_al_2018,False bay,6Rc,single set of methods,69,70,0.7850283126382369,NA,0.7268207386184086,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,70,71,0.77015917671339,NA,0.7268000240882293,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,71,72,0.8060464010850169,NA,0.7267798941972256,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,6Rc,single set of methods,72,73,0.8605331806417713,0.002749828654356532,0.7267603245388605,NA,becquerelsPerKilogram,-15298.071789854952
Lafratta_et_al_2018,False bay,6Rc,single set of methods,73,74,0.6075050157969835,NA,0.7267412920464638,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,1B,single set of methods,1,1.5,0.9441023424700599,0.003257881734586166,1.0002000400080082,NA,becquerelsPerKilogram,-18372.877971273458
Lafratta_et_al_2018,False bay,1B,single set of methods,2,2.5,0.683588289127735,NA,0.8818730984611325,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,1B,single set of methods,3,3.5,0.8060048329906478,0.0018599176339126346,0.8484162895927598,NA,becquerelsPerKilogram,-17955.11058450711
Lafratta_et_al_2018,False bay,1B,single set of methods,4,4.5,0.6970110781119842,NA,0.8326221352594662,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,1B,single set of methods,5,5.5,0.8103939281447545,0.0027165562965966216,0.82342478837983,NA,becquerelsPerKilogram,-17506.7841999169
Lafratta_et_al_2018,False bay,1B,single set of methods,6,6.5,0.7538542873988241,NA,0.8174052831628136,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,1B,single set of methods,7,7.5,0.8273684690577374,0.0031251982715849924,0.8131592398122768,NA,becquerelsPerKilogram,-14847.617562767788
Lafratta_et_al_2018,False bay,1B,single set of methods,8,8.5,0.729730707347229,NA,0.810003543765504,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,1B,single set of methods,9,9.5,0.6921868680492334,0.0059632113239111596,0.8075659960877917,NA,becquerelsPerKilogram,-13431.420698083975
Lafratta_et_al_2018,False bay,1B,single set of methods,10,10.5,0.7013672866741496,NA,0.8056264954441821,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,1B,single set of methods,11,11.5,0.6859940698145116,0.007186029217385425,0.8040465469855566,NA,becquerelsPerKilogram,-12320.876430932636
Lafratta_et_al_2018,False bay,1B,single set of methods,12,12.5,0.5849715188727747,NA,0.8027346493721949,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,1B,single set of methods,13,13.5,0.8481502654213918,0.0043620215751625415,0.8016279213171364,NA,becquerelsPerKilogram,-13339.677960367853
Lafratta_et_al_2018,False bay,1B,single set of methods,14,14.5,0.9975262254556454,NA,0.800681723295835,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,1B,single set of methods,15,15.5,0.6298010031527962,0.005061326240550115,0.7998634899643794,NA,becquerelsPerKilogram,-12952.509420066912
Lafratta_et_al_2018,False bay,1B,single set of methods,16,16.5,0.6492243302958522,NA,0.7991489064146685,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,1B,single set of methods,17,17.5,0.9198455655726352,0.004205665355015617,0.7985194509943916,NA,becquerelsPerKilogram,-13523.040207686496
Lafratta_et_al_2018,False bay,1B,single set of methods,18,18.5,0.8616514762787123,NA,0.7979607669289595,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,1B,single set of methods,19,19.5,0.6340003679688283,0.003810894212612228,0.7974615539587673,NA,becquerelsPerKilogram,-13635.406588572367
Lafratta_et_al_2018,False bay,1B,single set of methods,20,20.5,0.747054352082267,NA,0.7970127960404405,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,1B,single set of methods,21,21.5,0.6928452323223467,0.003313149709814941,0.6961456734546395,NA,becquerelsPerKilogram,-13288.727434704242
Lafratta_et_al_2018,False bay,1B,single set of methods,25,26,0.6639379180134564,0.002991593639218252,0.7094513103565702,NA,becquerelsPerKilogram,-13247.992875900421
Lafratta_et_al_2018,False bay,1B,single set of methods,29,30,0.6956918198279107,0.003082454798079613,0.7194083982247977,NA,becquerelsPerKilogram,-13217.452239921991
Lafratta_et_al_2018,False bay,1B,single set of methods,33,34,0.7333570865422772,0.004597794973029012,0.7271397187952395,NA,becquerelsPerKilogram,-11566.988700798833
Lafratta_et_al_2018,False bay,1B,single set of methods,37,38,0.813392299920775,0.002653655846370385,0.7333165529365363,NA,becquerelsPerKilogram,-13798.246546180104
Lafratta_et_al_2018,False bay,1B,single set of methods,41,42,0.8120028414116186,0.003109724035716416,0.7383648999335473,NA,becquerelsPerKilogram,-12748.89997195958
Lafratta_et_al_2018,False bay,1B,single set of methods,45,46,0.9721086844983856,0.0027135501759024488,0.7425681306259849,NA,becquerelsPerKilogram,-14124.357869032692
Lafratta_et_al_2018,False bay,1B,single set of methods,49,50,0.9434663602283381,0.0033296627542194045,0.7461220686158218,NA,becquerelsPerKilogram,-13747.445870851
Lafratta_et_al_2018,False bay,1B,single set of methods,53,54,0.718792120922829,0.0038303497872010676,0.7491663757168321,NA,becquerelsPerKilogram,-13105.645581112243
Lafratta_et_al_2018,False bay,1B,single set of methods,57,58,0.9375524655905848,0.0031709256823214383,0.7518033387981962,NA,becquerelsPerKilogram,-13890.203206760421
Lafratta_et_al_2018,False bay,1B,single set of methods,61,62,0.7187908560539086,0.0028306602357742183,0.7541095881943526,NA,becquerelsPerKilogram,-13706.884659651918
Lafratta_et_al_2018,False bay,1B,single set of methods,65,66,0.8432672389538408,0.0036970761493663913,0.7561436672967864,NA,becquerelsPerKilogram,-13350.371892447167
Lafratta_et_al_2018,False bay,1B,single set of methods,69,70,0.8757263051914684,0.002962452312246894,0.7579510715121343,NA,becquerelsPerKilogram,-13778.96397316399
Lafratta_et_al_2018,False bay,1B,single set of methods,73,74,0.7782953495494643,0.003095436378963703,0.7595676915281149,NA,becquerelsPerKilogram,-14084.731707814226
Lafratta_et_al_2018,False bay,1B,single set of methods,77,78,0.7786431885025995,0.0032360775141054903,0.7610222208605085,NA,becquerelsPerKilogram,-13932.034777823439
Lafratta_et_al_2018,False bay,2B,single set of methods,1,1.5,1.28377710228228,0.002518174336801888,0.9990009990009943,NA,becquerelsPerKilogram,-19905.588502315808
Lafratta_et_al_2018,False bay,2B,single set of methods,2,2.5,0.9287635131876061,NA,0.8877052818464269,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,2B,single set of methods,3,3.5,0.7224573150251625,0.0022173209614593185,0.8559201141226812,NA,becquerelsPerKilogram,-17318.012724130636
Lafratta_et_al_2018,False bay,2B,single set of methods,4,4.5,0.7353506517013123,NA,0.8408660920748369,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,2B,single set of methods,5,5.5,0.7831958972803481,0.004114547550543947,0.8320852055250457,NA,becquerelsPerKilogram,-14557.242725849212
Lafratta_et_al_2018,False bay,2B,single set of methods,6,6.5,0.8689704081250839,NA,0.826332461093513,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,2B,single set of methods,7,7.5,0.9109044995483443,0.009577410448424776,0.8222718195700691,NA,becquerelsPerKilogram,-11042.549388219682
Lafratta_et_al_2018,False bay,2B,single set of methods,8,8.5,0.8454103463728648,NA,0.8192524321556579,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,2B,single set of methods,9,9.5,0.6757983999073863,0.005667062977865067,0.8169193065262773,NA,becquerelsPerKilogram,-12866.494348305392
Lafratta_et_al_2018,False bay,2B,single set of methods,10,10.5,0.9080988151961225,NA,0.8150623522699485,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,2B,single set of methods,11,11.5,0.6616290533614626,0.0035134443908170446,0.813549293691295,NA,becquerelsPerKilogram,-13651.245524498221
Lafratta_et_al_2018,False bay,2B,single set of methods,12,12.5,0.7620520550204949,NA,0.8122926961348405,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,2B,single set of methods,13,13.5,0.7773462375761262,0.00388893004931901,0.8112324492979718,NA,becquerelsPerKilogram,-13070.779551604148
Lafratta_et_al_2018,False bay,2B,single set of methods,14,14.5,0.6772153345619808,NA,0.8103258667592753,NA,becquerelsPerKilogram,NA
Lafratta_et_al_2018,False bay,2B,single set of methods,15,15.5,0.7675020007896057,0.005950949250867224,0.8095417993415726,NA,becquerelsPerKilogram,-11472.336928182893
